"","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","SHAPE_Leng","SHAPE_Area","ORIG_FID","dnbr_0006_20070925","ndmi_2006","flow_accumulation"
"178",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","1997/08/28","05","25",NA,"35","25","15",0.0218650978878,5.14434793481e-06,"35503",NA,NA,NA
"179",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","1997/08/28","05","25",NA,"35","25","15",0.0218650978878,5.14434793481e-06,"35503",0.207723620263013,0.253831021451135,226
"180",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2002/06/15","05","25",NA,"35","25","15",0.00622669839597,9.43450935203e-07,"35504",0.363692452510198,0.389706187647032,223
"181",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2002/08/15","05","25",NA,"35","25","15",0.0184372032726,3.13215720343e-06,"35505",0.196575973005522,0.210898381932814,6183
"182",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2002/08/15","05","25",NA,"35","25","15",0.0184372032726,3.13215720343e-06,"35505",0.202408071607351,0.127355193304313,47
"183",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"40",0,NA,0,"01",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,8,15,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","AIR16","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2002/08/15","05","25",NA,"35","25","15",0.0184372032726,3.13215720343e-06,"35505",0.183773351567132,0.233022282266919,409
"184",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","07",0.0345088416436,5.13730910505e-06,"35529",0.34830554202199,0.0463105411010985,134
"185",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","07",0.0345088416436,5.13730910505e-06,"35529",NA,NA,NA
"186",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","07",0.0345088416436,5.13730910505e-06,"35529",0.356822773814201,0.213981428120686,1304
"187",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","07",0.0345088416436,5.13730910505e-06,"35529",0.384882198912757,-0.0703186046159884,19
"188",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","07",0.0223158637854,3.97403241624e-06,"35530",0.482687450479716,0.211466531901183,3822
"189",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"07",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","S","2010/07/01","05","05",NA,"15","07","15",0.00518851011131,8.24325947464e-07,"35533",0.323801133036613,-0.0165416926771342,573
"190",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QA","01","01",NA,0,NA,"CS",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2007/09/02","00","00","55","00","N","N",0.018809431768,2.1658943373e-06,"35540",0.741081789135933,0.384118845920091,101
"191",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QA","01","01",NA,0,NA,"CS",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2007/09/02","00","00","55","00","N","N",0.018809431768,2.1658943373e-06,"35540",1.02608350190249,0.288436503576585,174
"192",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QA","01","01",NA,0,NA,"CS",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2007/09/02","00","00","55","00","N","N",0.018809431768,2.1658943373e-06,"35540",1.02972207069397,0.331604966779867,9
"193",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QA","01","01",NA,0,NA,"CS",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","55","00","N","N",0.00759630626259,1.89848400412e-06,"35541",1.15591729283333,0.420362228140075,36
"194",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QA","01","01","15",0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","05","55","05","N","15",0.00907156885805,1.65092251288e-06,"35542",0.638483017683029,0.216232432854098,166299
"195",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"NR","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","VRI","4","P","2010/07/01","05","15",NA,"25","25","15",0.0209529897869,3.13572799971e-06,"35572",0.645579189062119,0.106261505163509,31319
"196",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"NX","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07",0.0113504101548,2.30749983295e-06,"35574",0.260774489492178,0.0766006408712002,72
"197",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","PC",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"NX","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/07/01","05","05",NA,"15","25","07",0.0113504101548,2.30749983295e-06,"35574",0.309989255335596,0.0942415127476086,706
"198",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","1993/05/29","00","00","45","00","N","N",0.00615774401473,1.09899051618e-06,"35577",1.01602290226863,0.273307530265654,58
"199",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","1993/05/29","00","00","55","00","N","N",0.0311655098947,5.56407607554e-06,"35578",0.839905747345516,0.330336055684215,200
"200",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","1993/05/29","00","00","55","00","N","N",0.0311655098947,5.56407607554e-06,"35578",0.917951583862305,0.262190409649647,16
"201",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","1993/05/29","00","00","55","00","N","N",0.0311655098947,5.56407607554e-06,"35578",0.770033955574036,0.109691849921859,103
"202",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2007/09/02","00","00","35","00","N","N",0.0079263766546,1.37410788086e-06,"35579",0.78463814035058,0.283961669101545,25
"203",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2007/09/02","00","00","45","00","N","N",0.00589357354111,6.05052538939e-07,"35580",0.498016739885012,0.135563161624318,93
"204",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","261","261B","261Ba","7","47A","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.00679559762175,1.34551666465e-06,"35582",0.74656930565834,0.224240469280458,20
"205",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","261","261B","261Ba","7","47A","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","55","00","N","N",0.0304992990486,4.17638067772e-06,"35583",0.790086617693305,0.245573105549863,335
"206",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","261","261B","261Ba","7","47A","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","55","00","N","N",0.0304992990486,4.17638067772e-06,"35583",0.871474994080407,0.340283248408913,122
"207",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",0.364341077208519,0.202819620974042,285
"208",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",0.668580443731376,0.17829760599722,437
"209",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",NA,NA,NA
"210",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",0.601055387939726,0.189469148238665,12
"211",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",0.967686718702316,0.18429429649502,2884
"212",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","35","00","N","N",0.0567185980579,1.01674199137e-05,"35584",0.691791164875031,0.169048256292214,11
"213",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.960403635734465,0.335211228386422,1885
"214",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.713290512561798,0.267215883030507,771
"215",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.697271150350571,0.22714928022313,5309
"216",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.723780181407928,0.333908289918469,574
"217",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.49548198889803,0.249744643649455,1013
"218",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F018","D007","M009","G198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","PC",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CQ",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCH","0","X","2010/07/01","00","00","45","00","N","N",0.120894364588,2.13289607149e-05,"35585",0.306798262728585,0.277771108524104,57
