"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","aspect_30m","cwd","dem_30m","insolation_30m","rain_30m","rdnbr_2007","slope_30m","tmax_30m","tmean_30m","tmin_30m","TPI_five_30m","TPI_queen_30m","TWI_30m","vpd_aug","vpd_jan","years_since_burn_30m"
"167","168",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2007/09/02","15","05",NA,"25","25","15","1686","_20_","20_","1_25","1_25","34.6989075981198, -119.592414167798",830.000139633,11950.007754,0.0674463,116.278873737042,729.88241811899,1723.96658090445,1437326.875,1038.0400390625,523.228522667518,32.4888202960675,18.8099994659424,13.0699996948242,7.32999992370605,-0.202489615059816,-0.0814914505642194,4.72009726671072,30.1991740006667,8.48935706798847,93
"168","169",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2007/09/02","15","05",NA,"25","25","15","1686","_20_","20_","25_75","25_75","34.6993549607174, -119.595697591772",1210.00135846,26150.0121558,0.142931,79.3316893400969,736.990580240885,1848.69015389902,1395304.17592593,1023.23113787616,490.746252554434,27.1521363434968,18.6001228756375,12.8097528528284,7.01938272405554,0.0563633306710808,0.0179195330323031,4.93252964372988,30.3190595838759,8.43131994318079,93
"169","170",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1993/05/29","15","05",NA,"25","07","02","1687","_20_","20_","25_75","25_75","34.703677382899, -119.670406812094",1159.99955533,27850.0056325,0.0730119,73.3431023564832,768.666979559537,1743.72974053745,1445893.74137931,1148.17756810682,428.353505101697,14.8130959971198,18.3331038376381,12.6122986366009,6.88655185699463,0.140829856539595,0.0490686967968941,5.4635993694437,30.2332649230957,8.5026996217925,86
"170","171",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","M","2010/07/01","25","15",NA,"45","07","15","1688","_20_","40_","25_75","25_75","34.7106062613924, -119.652837261347",579.999727845,7025.0051673,0.322062,54.865762286716,730.307569715712,1725.21251085069,1266539.09722222,967.150024414062,300.171308729384,24.5455315907796,18.9400005340576,13.1000003814697,7.25,0.024658203125,0.0174647213684188,5.06146195199755,31.8010537889269,8.69297557406955,86
"171","172",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2002/06/15","25","05",NA,"35","15","07","1689","_20_","40_","75_100","25_75","34.7027652486893, -119.636272766979",490.001123879,7000.0014878,0.374338,33.13485399882,705.634948730469,1721.89118109809,1148691.97916667,1034.41003417969,249.387842814128,30.6434495713976,18.1900005340576,12.4399995803833,6.67999982833862,-0.271669732199775,-0.12495158943865,4.75218799379137,28.728290769789,8.61012978023953,86
"172","173",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2007/09/02","25","05",NA,"35","15","07","1690","_20_","40_","75_100","75_100","34.6977310156359, -119.591526533234",809.99883888,14775.0019715,0.263949,308.53185749054,731.65140914917,1764.82622528076,966164.46484375,1038.0400390625,236.698364257812,37.2926309108734,18.8099994659424,13.0699996948242,7.32999992370605,-0.111066177603789,-0.0472591186407954,4.43429508805275,30.0412604808807,8.541539311409,93
"173","174",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2007/09/02","25","05",NA,"35","15","07","1690","_20_","40_","75_100","25_75","34.7063361300783, -119.602274265428",990.001547729,19500.0062295,0.818625,306.961626226252,759.621931596236,1677.8007701527,1079985.17329545,902.260009765625,387.961007551713,32.4451840140603,19.6399993896484,13.3999996185303,7.15999984741211,0.28611432286826,0.114461954513734,4.318777106025,33.2391669533469,9.20238841663707,93
"174","175",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1993/05/29","25","15",NA,"45","15","02","1691","_20_","40_","75_100","25_75","34.7059186326765, -119.669725850391",875.808465773,15111.5231614,0.444155,124.902503294103,782.419351016774,1672.76056985294,1333938.47794118,1016.07000732422,325.627796846278,20.0944090170019,19.4500007629395,13.4799995422363,7.51000022888184,-0.207091890494613,-0.0699260495055248,5.85484818851247,31.4746520098518,8.47459478939281,86
"175","176",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1993/05/29","25","15",NA,"45","15","02","1691","_20_","40_","25_75","25_75","34.7065808116397, -119.681366587046",999.999347572,13224.9960219,0.0130749,79.390613079071,751.11491394043,1788.91389465332,1368418.078125,1090.84997558594,319.954284667969,21.2417966127396,18.2800006866455,12.5100002288818,6.73000001907349,1.22079975344241,0.457848122343421,4.91181460022926,29.3154956102371,8.40856498479843,86
"176","177",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","1993/05/29","25","15",NA,"45","15","02","1691","_20_","40_","25_75","25_75","34.7090398509785, -119.667910181525",779.999337104,12825.0042183,0.112668,85.2831649780273,788.006958007812,1560.78852726863,1273426.85576923,1016.07000732422,324.849720881535,23.0624070534339,19.4500007629395,13.4799995422363,7.51000022888184,-0.147591366217687,-0.0726508801946273,5.09986035640423,33.5221883333646,8.59384089249831,86
"177","178",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","1993/05/29","15","15",NA,"35","15","02","1692","_20_","40_","25_75","1_25","34.7060218990853, -119.66576654489",733.155471002,10249.6766421,0.63848,81.6287508010864,771.351208496094,1645.51656494141,1347630.275,1016.07000732422,541.74345703125,23.1722177505493,19.4500007629395,13.4799995422363,7.51000022888184,-0.321118178218603,-0.120869281888008,5.02967729568481,32.2110681533813,8.4862774848938,86
"178","179",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","1993/05/29","15","15",NA,"35","15","02","1692","_20_","40_","25_75","25_75","34.7071132380519, -119.668096769829",470.000522372,6150.00241391,0.367981,47.7978260857718,779.789454868862,1620.83877999442,1282383.5,1016.07000732422,365.413922991071,24.9084685189383,19.4500007629395,13.4799995422363,7.51000022888184,-0.754762658051082,-0.297869489661285,5.71150950023106,32.671751839774,8.46959904261998,86
"179","180",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","P","2007/09/02","15","15",NA,"35","15","02","1693","_20_","40_","1_25","1_25","34.7048157478715, -119.601708130745",549.999426154,10500.0024974,0.235119,102.41506253756,745.473280686599,1697.60858623798,1470109.42307692,902.260009765625,505.567919217623,28.8026049687312,19.6399993896484,13.3999996185303,7.15999984741211,-0.489504034129473,-0.180323673555484,5.35776424407959,32.481372833252,8.97377439645621,93
"180","181",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","3","M","2010/08/23","15","35",NA,"55","07","07","1694","_20_","40_","1_25","1_25","34.7079446248684, -119.603989368001",429.999521572,5599.98834584,0.0939143,107.788482666016,776.697580973307,1587.91609700521,1271406.5,908.863342285156,167.330791473389,32.9162413279215,19.5133330027262,13.3599996566772,7.20666662851969,-2.46015084783236,-0.932425305247307,5.33100954691569,33.3916594187419,9.21302604675293,93
"181","182",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","M","1997/08/28","15","35",NA,"55","07","07","1695","_20_","40_","75_100","25_75","34.7071102672162, -119.657204802498",490.001423361,5300.00018112,0.076359,239.457360403878,726.918343680246,1777.02598353795,1421852.23214286,991.650024414062,259.967888968331,18.1714365822928,18.8099994659424,13.039999961853,7.26000022888184,1.77492753096989,0.673003669295992,4.22310168402536,30.1111834389823,8.50628566741943,86
"182","183",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"SO",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1993/05/29","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/08/23","25","05",NA,"35","15","07","1696","_20_","40_","1_25","1_25","34.6967338803668, -119.597925683802",789.999641111,14574.9984614,0.762256,281.758755852194,791.033978630515,1855.52941894531,1223260.26470588,1002.76000976562,171.191267125747,39.8946346956141,18.3099994659424,12.4499998092651,6.59000015258789,-0.514843102325411,-0.162803602130974,4.49783636541928,29.7285656648524,8.54206674239215,93
"183","184",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"SO",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1993/05/29","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/08/23","15","05",NA,"25","15","07","1697","_20_","20_","1_25","1_25","34.6985710328329, -119.601375076663",789.999237908,13374.9971002,0.666844,248.239648001535,782.968226841518,1736.20645577567,1385695.61607143,1002.76000976562,191.548839024135,41.8407323019845,18.3099994659424,12.4499998092651,6.59000015258789,0.30506824123274,0.0946407030735697,4.30465197563171,30.1301622390747,8.41438613619123,93
"184","185",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"01",NA,NA,"15",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_HDW","MHW","4","P","2010/07/01","05","25",NA,"35","15","07","1698","_01_","40_","1_25","1_25","34.7121328548787, -119.666658664162",946.023173231,15430.7203554,0.355745,110.1704149882,787.502062988281,1480.17364095052,1434231.11666667,985.984008789062,499.620863850911,30.882862218221,19.592000579834,13.3279996871948,7.06400022506714,-0.328490302960078,-0.114623793959618,5.34595829645793,33.8418146769206,9.03367099761963,86
"185","186",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","3","P","1993/05/29","15","05",NA,"25","07","07","1699","_20_","20_","25_75","25_75","34.6954709173447, -119.666983214008",1100.00065287,13599.9998504,0.404468,292.87340037028,718.694832356771,1838.72755533854,1398125.60833333,1195.83955078125,290.540655008952,15.8879139582316,17.6962224324544,12.2544444402059,6.80266669591268,-0.186329932914426,-0.0705220549056927,6.73664919535319,26.9799074808756,8.18078079223633,86
"186","187",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","3","M","2002/06/15","15","35",NA,"55","07","07","1700","_20_","40_","75_100","75_100","34.7061822864259, -119.647051338436",1280.00196127,27425.0104794,0.957825,62.2695238749186,747.494232177734,1643.22312825521,1275669.1,967.150024414062,166.67388420105,24.7467712402344,18.9400005340576,13.1000003814697,7.25,-0.456411858461797,-0.152240897715092,6.95691467920939,30.4732978820801,8.82312485376994,86
"187","188",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25","05",NA,"35","15","15","1701","_20_","40_","25_75","25_75","34.7046372946571, -119.629517956637",670.00073235,15575.0032317,0.288879,327.744233972886,745.304138183594,1714.70731129366,1170580.97426471,926.10490507238,267.336974648868,29.0784104291131,18.7405232822194,12.9728762121762,7.19522866080789,0.604169871219817,0.211057181360529,4.2752724535325,28.9030260198257,8.53251457214355,88.104575213264
"188","189",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","25","05",NA,"35","15","02","1702","_20_","40_","75_100","25_75","34.7083531359155, -119.666829792707",1545.71346602,35346.086493,0.649445,277.203498649597,786.267202758789,1579.32004394531,1258344.8078125,1016.07000732422,402.760182571411,23.2841985464096,19.4500007629395,13.4799995422363,7.51000022888184,0.0391503226011991,0.0338425538619049,5.12536966204643,33.4030600547791,8.56263961791992,86
"189","190",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2002/06/15","25","05",NA,"35","15","15","1703","_20_","40_","1_25","1_25","34.7155028227046, -119.631046370655",1009.99924865,23175.0050799,0.253124,305.99935546875,791.585432128906,1654.48861816406,1065314.4825,809.352006835937,343.09888092041,37.8712364196777,18.881600112915,13.0852000808716,7.28880016326904,-0.297609042450786,-0.0965171957015991,4.91966186523438,30.5253791809082,8.71801803588867,86
"190","191",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1993,5,29,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","1993/05/29","15","05",NA,"25","15","15","1704","_20_","20_","75_100","25_75","34.6958497430004, -119.664799371383",760.001236161,14525.0023869,0.627154,287.872150196749,708.545230641085,1871.49954762178,1354501.74264706,1197.5894129136,258.212542814367,18.6897378809312,17.558235392851,12.2241176717422,6.88000003029318,0.293390007196542,0.108487995572539,5.34929802838494,26.5321140289307,8.11745649225572,86
"191","192",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"00",0,NA,"QC","20","20","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","2","M","2010/07/01","25","15",NA,"45","02","02","1705","_20_","40_","25_75","25_75","34.6999692128376, -119.677094948954",889.998842463,12175.0030791,0.748782,42.7184337207249,759.3324105399,1849.96136474609,1369825.10714286,1204.19995117188,398.067243303571,18.4799973624093,17.7099990844727,12.2399997711182,6.76999998092651,-0.551274365080254,-0.201755584882838,6.75723396028791,27.3448459080287,8.49593353271484,86
"192","193",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"07",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_CON","SMC","3","P","2010/08/23","25","05",NA,"35","07","07","1706","_20_","40_","25_75","25_75","34.7004227858412, -119.596743836551",709.999034174,15200.0076937,0.697552,302.003235880534,739.501049804687,1834.30306803385,1079258.07083333,1002.76000976562,272.897899881999,34.3212729136149,18.3099994659424,12.4499998092651,6.59000015258789,0.208982547620932,0.0949742029110591,4.40720467567444,30.6117876688639,8.42886861165365,93
"193","194",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","S","2010/08/23","05","05",NA,"15","25","07","1707","_01_","20_","1_25","1_25","34.7076363826112, -119.613839592868",449.999822481,8149.99914022,0.816627,57.1816703796387,823.389086914063,1831.06781005859,1150202.80625,915.710021972656,340.387892150879,36.1256408691406,18.1900005340576,12.3400001525879,6.48999977111816,1.22636586162262,0.441934030130506,3.61899645328522,30.5193458557129,8.59197797775269,93
"194","195",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","15","05",NA,"25","15","02","1708","_20_","20_","25_75","1_25","34.7085184806107, -119.671340182248",919.99834395,9775.00517143,0.97004,108.835488128662,765.614739990234,1621.216015625,1514175.2,1038.11441650391,774.424032592773,24.6658194541931,18.9264451980591,12.9082218170166,6.89000020027161,-0.517278373241425,-0.190179954282939,5.6694137096405,32.3169822692871,8.46864700317383,86
